x [m],y [m],u [m/s],v [m/s]
0.018115,0.068344,0.00016607,0.00042653
0.112534,0.110064,0.00752873,0.00013444
0.068619,0.033211,0.00004889,0.00141824
0.022507,0.022232,-0.00008535,0.00146940
0.070814,0.121043,0.00011892,-0.00008902
0.057640,0.052974,-0.00016191,0.00226331
0.064227,0.026624,0.00020703,0.00196090
0.037877,0.088106,0.00071603,0.00104360
0.070814,0.024428,-0.00033463,0.00220510
0.086185,0.114456,0.00509702,0.00061096
0.090577,0.068344,0.00005284,0.00120800
0.013724,0.048582,-0.00004628,0.00051901
0.138884,0.114456,0.00674406,0.00062740
0.035682,0.085910,0.00067892,0.00094691
0.009332,0.112260,0.00004418,-0.00001732
0.070814,0.041995,-0.00015919,0.00128796
0.051052,0.004666,0.00024667,0.00206538
0.053248,0.020037,0.00028202,0.00146710
0.083989,0.002470,0.00024347,0.00111991
0.048856,0.057365,0.00035156,0.00164315
0.040073,0.112260,0.00007592,0.00009486
0.055444,0.026624,0.00016760,0.00130464
0.132297,0.107868,0.00722041,0.00012144
0.009332,0.015645,0.00018198,0.00050867
0.033486,0.068344,0.00072145,0.00139564
0.138884,0.103477,0.00612305,0.00018961
0.040073,0.015645,0.00000536,0.00168934
0.037877,0.094694,0.00052939,0.00052458
0.042269,0.022232,0.00006231,0.00175181
0.046661,0.011253,-0.00019772,0.00201648
0.013724,0.116652,-0.00000527,0.00007275
0.044465,0.099085,0.00087058,0.00064463
0.015920,0.028820,-0.00017905,0.00063247
0.020311,0.037603,-0.00008823,0.00079802
0.048856,0.107868,0.00061998,0.00033581
0.011528,0.066148,-0.00000483,0.00023076
0.020311,0.099085,0.00000057,0.00013013
0.035682,0.092498,0.00055921,0.00057365
0.044465,0.037603,0.00027157,0.00136653
0.040073,0.101281,0.00048399,0.00037489
0.066423,0.074931,0.00051220,0.00194105
0.081793,0.077127,0.00019562,0.00177440
0.083989,0.070540,0.00014047,0.00172120
0.048856,0.063953,0.00026095,0.00164548
0.002745,0.068344,0.00007949,0.00011853
0.132297,0.114456,0.00807098,0.00045859
0.031290,0.033211,0.00011904,0.00119531
0.007136,0.033211,0.00019027,0.00036816
0.055444,0.085910,0.00122130,0.00168000
0.015920,0.079323,0.00004013,0.00019583
0.064227,0.074931,0.00058145,0.00215083
0.026898,0.009058,-0.00008033,0.00174274
0.073010,0.037603,-0.00006083,0.00139641
0.152059,0.107868,0.00662353,0.00061800
0.044465,0.105673,0.00046464,0.00037686
0.064227,0.092498,0.00086394,0.00152322
0.020311,0.105673,0.00003860,0.00014204
0.011528,0.072736,0.00002330,0.00017602
0.046661,0.044190,0.00025449,0.00118260
0.048856,0.114456,0.00023485,0.00012804
0.057640,0.004666,-0.00007749,0.00186633
0.066423,0.081519,0.00085678,0.00227688
0.075206,0.088106,0.00101270,0.00256860
0.165234,0.121043,0.00175146,0.00660666
0.081793,0.083715,0.00036728,0.00190849
0.143276,0.116652,0.00476286,0.00029836
0.167429,0.112260,0.00063480,0.00045916
0.013724,0.017841,0.00016560,0.00069549
0.018115,0.026624,-0.00003150,0.00111955
0.055444,0.092498,0.00131490,0.00152397
0.094968,0.107868,0.00653249,0.00071098
0.086185,0.074931,0.00002756,0.00160847
0.059835,0.101281,0.00092595,0.00092848
0.073010,0.088106,0.00137596,0.00264876
0.046661,0.033211,0.00042933,0.00125122
0.073010,0.105673,0.00242798,0.00154454
0.152059,0.114456,0.00558285,0.00088125
0.075206,0.094694,0.00139980,0.00223034
0.046661,0.050778,0.00026566,0.00150962
0.079598,0.048582,0.00019242,0.00167876
0.077402,0.033211,0.00010072,0.00116563
0.009332,0.011253,-0.00002322,0.00063022
0.004941,0.028820,0.00005281,0.00027656
0.077402,0.118847,0.00131336,0.00006866
