x [m],y [m],u [m/s],v [m/s]
0.002745,0.099085,0.00001518,0.00004571
0.002745,0.037603,0.00031438,-0.00008518
0.009332,0.052974,0.00012675,0.00026322
0.040073,0.035407,0.00017657,0.00128249
0.033486,0.105673,0.00008788,0.00010332
0.081793,0.063953,-0.00000207,0.00157623
0.046661,0.110064,0.00032563,0.00024070
0.051052,0.118847,0.00010292,0.00007971
0.011528,0.085910,0.00002217,0.00014960
0.040073,0.052974,0.00018541,0.00147600
0.077402,0.004666,0.00057356,0.00238697
0.051052,0.031016,0.00043799,0.00142593
0.059835,0.081519,0.00108308,0.00185640
0.073010,0.068344,0.00020248,0.00184099
0.075206,0.057365,0.00007357,0.00144903
0.011528,0.103477,0.00002323,0.00014809
0.066423,0.112260,0.00188643,0.00038823
0.081793,0.114456,0.00413246,0.00055524
0.163038,0.116652,0.00119982,0.00293788
0.002745,0.105673,0.00004701,0.00012905
0.033486,0.017841,0.00006222,0.00176450
0.011528,0.006862,-0.00000368,0.00050940
0.037877,0.026624,-0.00004386,0.00210396
0.066423,0.015645,-0.00012896,0.00127928
0.040073,0.041995,-0.00016825,0.00218039
0.068619,0.022232,-0.00029533,0.00162641
0.015920,0.116652,-0.00000103,0.00006675
0.064227,0.112260,0.00160965,0.00038099
0.075206,0.107868,0.00316896,0.00132613
0.022507,0.028820,-0.00001924,0.00181493
0.026898,0.037603,0.00012086,0.00124833
0.059835,0.035407,0.00033948,0.00146490
0.075206,0.063953,-0.00005454,0.00150493
0.079598,0.079323,0.00043136,0.00197813
0.064227,0.015645,-0.00024641,0.00123992
0.057640,0.033211,0.00048574,0.00121731
0.070814,0.118847,0.00064360,0.00011991
0.070814,0.031016,0.00022285,0.00183749
0.086185,0.112260,0.00570577,0.00141968
0.090577,0.066148,0.00005348,0.00107491
0.110339,0.118847,0.00498395,-0.00003532
0.022507,0.079323,0.00018156,0.00038475
0.013724,0.046386,0.00000816,0.00064252
0.026898,0.088106,0.00016969,0.00035585
0.009332,0.110064,0.00003890,0.00003210
0.083989,0.009058,0.00035734,0.00162688
0.086185,0.015645,-0.00031698,0.00046145
0.026898,0.105673,0.00002521,0.00009439
0.059835,0.041995,0.00015809,0.00217352
0.004941,0.048582,0.00001394,0.00013986
0.040073,0.004666,0.00020888,0.00137598
0.101556,0.105673,0.00505433,0.00017163
0.015920,0.017841,0.00011598,0.00076473
0.033486,0.066148,0.00062683,0.00132725
0.121318,0.107868,0.00774835,0.00013713
0.037877,0.074931,0.00081377,0.00161381
0.013724,0.096889,0.00003788,0.00013743
0.125709,0.116652,0.00653815,0.00053378
0.075206,0.026624,0.00012838,0.00178233
0.099360,0.105673,0.00518754,0.00010309
0.090577,0.072736,0.00004080,0.00154130
0.053248,0.068344,0.00043028,0.00141325
0.026898,0.094694,0.00011170,0.00020109
0.004941,0.099085,0.00004587,0.00006117
0.031290,0.022232,-0.00001310,0.00218858
0.035682,0.090302,0.00063425,0.00075319
0.007136,0.022232,-0.00008228,0.00041762
0.035682,0.011253,-0.00016662,0.00184937
0.158646,0.121043,-0.00009595,-0.00030993
0.004941,0.116652,0.00004047,0.00007920
0.123513,0.116652,0.00611532,0.00044563
0.132297,0.112260,0.00851920,0.00034711
0.042269,0.079323,0.00099167,0.00156870
0.073010,0.026624,0.00016089,0.00200818
0.033486,0.072736,0.00063614,0.00140410
0.037877,0.081519,0.00094018,0.00132896
0.013724,0.103477,0.00001063,0.00014845
0.015920,0.077127,0.00004661,0.00023289
0.044465,0.085910,0.00078583,0.00133769
0.018115,0.112260,0.00002286,0.00007256
0.020311,0.085910,0.00007952,0.00020737
0.059835,0.004666,0.00006328,0.00194000
0.029094,0.048582,0.00045704,0.00138670
0.083989,0.057365,0.00018584,0.00121577
0.064227,0.011253,0.00030080,0.00138998
0.048856,0.112260,0.00035161,0.00018608
0.062031,0.037603,0.00022911,0.00164548
0.013724,0.006862,0.00007130,0.00075561
0.062031,0.099085,0.00157772,0.00133522
0.127905,0.121043,0.00341186,-0.00012062
0.035682,0.044190,0.00018912,0.00161863
0.042269,0.068344,0.00040569,0.00175962
0.145471,0.116652,0.00428598,0.00015025
0.081793,0.081519,0.00042415,0.00200989
0.002745,0.072736,0.00004671,0.00014747
0.048856,0.015645,-0.00013409,0.00124301
0.143276,0.114456,0.00657188,0.00041749
0.167429,0.110064,0.00056274,0.00054976
0.055444,0.011253,-0.00002046,0.00216432
0.024703,0.028820,0.00001168,0.00143233
0.077402,0.022232,0.00035724,0.00208856
0.073010,0.085910,0.00108129,0.00257861
0.029094,0.037603,0.00017188,0.00136536
0.029094,0.099085,0.00010308,0.00012870
0.015920,0.083715,0.00002885,0.00015127
0.044465,0.092498,0.00064850,0.00077694
0.083989,0.107868,0.00473899,0.00224825
0.020311,0.092498,0.00005867,0.00016403
0.011528,0.121043,0.00001688,0.00007556
0.075206,0.074931,0.00024775,0.00219803
0.004941,0.017841,0.00015531,0.00011578
0.092772,0.070540,0.00015641,0.00117816
0.037877,0.052974,0.00034631,0.00118210
0.145471,0.105673,0.00680412,-0.00017859
0.083989,0.063953,-0.00000681,0.00124977
0.062031,0.105673,0.00099563,0.00089917
0.011528,0.024428,-0.00003743,0.00049645
0.035682,0.050778,0.00053414,0.00119640
0.068619,0.048582,0.00006698,0.00189344
0.066423,0.033211,0.00012184,0.00121510
0.024703,0.079323,0.00031403,0.00052677
0.073010,0.074931,0.00035611,0.00221628
0.081793,0.035407,0.00017824,0.00134378
0.011528,0.110064,0.00002735,0.00006176
0.094968,0.112260,0.00736846,0.00078319
0.119122,0.118847,0.00468655,0.00014130
0.073010,0.092498,0.00151157,0.00221858
0.029094,0.105673,0.00004100,0.00008361
0.022507,0.046386,0.00011048,0.00115676
0.055444,0.044190,0.00014509,0.00173530
0.083989,0.114456,0.00444552,0.00057859
0.075206,0.081519,0.00058983,0.00217133
0.088381,0.068344,0.00004093,0.00142851
0.079598,0.096889,0.00185839,0.00277709
0.064227,0.033211,0.00039217,0.00096757
0.064227,0.050778,0.00009462,0.00152820
0.046661,0.002470,0.00052884,0.00025442
0.068619,0.116652,0.00116903,0.00022696
0.103751,0.107868,0.00682091,0.00012300
0.053248,0.026624,0.00010390,0.00165338
0.081793,0.041995,0.00002548,0.00090070
0.022507,0.096889,0.00002213,0.00015079
0.079598,0.085910,0.00044381,0.00195389
0.083989,0.026624,0.00035772,0.00120381
0.055444,0.050778,-0.00026621,0.00219679
0.086185,0.033211,0.00032651,0.00068383
0.035682,0.013449,-0.00009025,0.00173662
0.004941,0.066148,0.00007504,0.00015476
0.018115,0.011253,-0.00005929,0.00075785
0.040073,0.022232,-0.00014140,0.00175613
0.079598,0.103477,0.00350494,0.00272449
0.004941,0.083715,0.00006769,0.00010835
0.075206,0.052974,0.00013093,0.00155670
0.079598,0.006862,0.00001253,0.00150947
0.138884,0.118847,0.00409524,0.00026728
0.103751,0.114456,0.00757493,-0.00001886
0.037877,0.004666,0.00017325,0.00155195
0.031290,0.048582,0.00047155,0.00134457
0.007136,0.048582,-0.00000136,0.00037273
0.090577,0.011253,0.00015474,0.00041965
0.090577,0.090302,0.00027523,0.00164131
0.022507,0.103477,0.00002065,0.00011344
0.053248,0.085910,0.00120559,0.00163095
0.026898,0.112260,0.00004271,0.00009793
0.101556,0.112260,0.00807921,0.00016848
0.154255,0.112260,0.00559514,0.00165897
0.068619,0.017841,-0.00015718,0.00125923
0.004941,0.072736,0.00003786,0.00016304
0.022507,0.006862,-0.00017237,0.00136988
0.149863,0.107868,0.00707889,0.00036080
0.026898,0.015645,-0.00008135,0.00138369
0.018115,0.044190,0.00011984,0.00072593
0.046661,0.059561,0.00030759,0.00162966
0.051052,0.068344,0.00039475,0.00146248
0.042269,0.096889,0.00077982,0.00061833
0.081793,0.004666,0.00039599,0.00107515
0.033486,0.090302,0.00051407,0.00059723
0.033486,0.011253,-0.00007846,0.00171832
0.031290,0.099085,0.00014913,0.00020225
0.156450,0.103477,0.00210613,0.00040582
0.013724,0.121043,0.00002749,0.00006334
0.059835,0.022232,0.00036924,0.00090765
0.057640,0.028820,0.00040992,0.00104159
0.031290,0.116652,0.00004928,0.00008573
0.007136,0.116652,0.00001645,0.00006230
0.029094,0.066148,0.00043951,0.00121951
0.053248,0.092498,0.00122044,0.00143585
0.053248,0.070540,0.00039939,0.00141816
0.083989,0.074931,0.00008951,0.00162677
0.090577,0.044190,0.00002643,0.00044726
0.013724,0.024428,-0.00012693,0.00059350
0.018115,0.033211,-0.00003384,0.00089825
0.132297,0.118847,0.00517584,0.00019397
0.042269,0.085910,0.00078072,0.00135115
0.090577,0.061757,0.00006453,0.00075950
0.062031,0.072736,0.00056742,0.00221085
0.013724,0.041995,0.00016234,0.00056924
0.149863,0.114456,0.00567220,0.00063389
0.002745,0.090302,0.00005013,0.00005008
0.002745,0.011253,0.00010289,-0.00015804
0.018115,0.050778,0.00007322,0.00070589
0.048856,0.033211,0.00052780,0.00136616
0.077402,0.048582,0.00009724,0.00139436
0.160842,0.107868,0.00077990,0.00106065
0.042269,0.103477,0.00048453,0.00034901
0.057640,0.079323,0.00105303,0.00188999
0.024703,0.046386,0.00018030,0.00137170
0.024703,0.107868,0.00003716,0.00009968
0.033486,0.044190,0.00023470,0.00148001
0.015920,0.101281,-0.00001324,0.00016291
0.044465,0.110064,0.00023899,0.00019308
0.020311,0.110064,0.00003145,0.00008158
0.048856,0.118847,0.00010436,0.00008105
0.134492,0.110064,0.00810423,0.00026327
0.042269,0.006862,-0.00013466,0.00193771
0.024703,0.063953,0.00026595,0.00088151
0.033486,0.061757,0.00028889,0.00106133
0.029094,0.072736,0.00043219,0.00105381
0.075206,0.004666,0.00010115,0.00249566
0.070814,0.068344,0.00021452,0.00179079
0.092772,0.088106,0.00028097,0.00122279
0.083989,0.081519,0.00026932,0.00211262
0.090577,0.050778,0.00010862,0.00087236
0.077402,0.099085,0.00227080,0.00282015
0.068619,0.066148,0.00024681,0.00178379
0.116926,0.112260,0.00800951,0.00001013
0.024703,0.096889,0.00005148,0.00015297
0.031290,0.017841,0.00003155,0.00183157
0.068619,0.083715,0.00114022,0.00231194
0.007136,0.017841,0.00005455,0.00031243
0.002745,0.044190,0.00021691,0.00001214
0.077402,0.116652,0.00241053,0.00027581
0.112534,0.107868,0.00576386,0.00006921
0.009332,0.059561,0.00015122,0.00031145
0.024703,0.114456,0.00005338,0.00007130
0.073010,0.110064,0.00303308,0.00085710
0.152059,0.118847,0.00173953,0.00015219
0.088381,0.085910,0.00003224,0.00182322
0.015920,0.055169,0.00005038,0.00050537
0.092772,0.094694,0.00037785,0.00108334
0.026898,0.011253,-0.00001320,0.00157652
0.088381,0.103477,0.00377917,0.00216639
0.083989,0.035407,0.00024253,0.00123678
0.094968,0.118847,0.00338635,-0.00001208
0.083989,0.052974,0.00028784,0.00123642
0.088381,0.006862,0.00024602,0.00094791
0.002745,0.050778,0.00008959,-0.00007050
0.112534,0.114456,0.00794007,0.00038630
0.035682,0.039799,0.00016099,0.00154609
0.090577,0.013449,0.00003873,0.00044417
0.040073,0.048582,0.00037582,0.00143954
0.079598,0.121043,0.00048210,-0.00002268
0.097164,0.116652,0.00536839,-0.00002004
0.077402,0.017841,0.00012905,0.00187969
0.079598,0.024428,0.00038266,0.00182650
0.033486,0.013449,-0.00001851,0.00163595
0.011528,0.002470,-0.00006670,0.00061214
0.037877,0.022232,-0.00016440,0.00180109
0.040073,0.099085,0.00054358,0.00043430
0.031290,0.066148,0.00056121,0.00128986
0.007136,0.066148,0.00004462,0.00020728
0.022507,0.121043,0.00001880,0.00007488
0.033486,0.031016,0.00019441,0.00176966
0.064227,0.039799,0.00020576,0.00185133
0.011528,0.020037,0.00021598,0.00055623
0.108143,0.103477,0.00146679,-0.00000356
0.066423,0.028820,0.00025191,0.00199189
0.040073,0.116652,0.00002938,0.00007055
0.031290,0.083715,0.00045891,0.00080979
0.007136,0.083715,0.00002843,0.00011048
0.097164,0.105673,0.00488084,0.00022474
0.004941,0.090302,0.00005230,0.00002211
0.022507,0.024428,-0.00005803,0.00153431
0.026898,0.033211,-0.00019439,0.00073477
0.114730,0.118847,0.00440317,0.00001439
0.046661,0.077127,0.00098025,0.00183237
0.051052,0.085910,0.00111735,0.00157791
0.081793,0.022232,0.00034638,0.00120311
0.002745,0.013449,0.00027003,0.00002583
0.156450,0.121043,-0.00041293,-0.00051502
0.022507,0.041995,0.00001868,0.00140581
0.055444,0.039799,-0.00005790,0.00182663
0.026898,0.050778,0.00025093,0.00125592
0.059835,0.048582,0.00009551,0.00183245
0.004941,0.055169,0.00011447,0.00022504
0.046661,0.094694,0.00084070,0.00090028
0.051052,0.103477,0.00103609,0.00060742
0.064227,0.028820,0.00044723,0.00184983
0.130101,0.112260,0.00869904,0.00038694
0.011528,0.070540,0.00003643,0.00019977
0.154255,0.118847,0.00124964,0.00027737
0.066423,0.079323,0.00062356,0.00212580
0.057640,0.046386,0.00010640,0.00190161
0.053248,0.110064,0.00077855,0.00030608
0.171821,0.114456,0.00040902,-0.00073913
0.051052,0.006862,0.00023080,0.00222495
0.083989,0.004666,0.00025043,0.00128326
0.062031,0.090302,0.00087479,0.00140986
0.062031,0.011253,0.00012866,0.00150628
0.059835,0.099085,0.00141028,0.00120640
0.046661,0.083715,0.00111367,0.00155076
0.077402,0.066148,-0.00003511,0.00184152
0.165234,0.107868,0.00040531,0.00057221
0.042269,0.121043,0.00009424,0.00009849
0.057640,0.096889,0.00151234,0.00131368
0.086185,0.028820,0.00017917,0.00093194
0.035682,0.009058,-0.00020672,0.00191387
0.059835,0.116652,0.00051826,0.00012880
0.004941,0.061757,0.00008299,0.00018844
0.015920,0.118847,-0.00000037,0.00006135
0.040073,0.017841,0.00002533,0.00145664
0.077402,0.083715,0.00056905,0.00207301
0.042269,0.024428,-0.00007145,0.00205180
0.057640,0.114456,0.00069951,0.00024471
0.015920,0.031016,-0.00011074,0.00062401
0.024703,0.081519,0.00023718,0.00045956
0.029094,0.090302,0.00022606,0.00037661
0.029094,0.011253,0.00002299,0.00182754
0.070814,0.085910,0.00134898,0.00251484
0.075206,0.022232,0.00020305,0.00193587
0.134492,0.107868,0.00772599,0.00016242
0.086185,0.079323,0.00006327,0.00195756
0.059835,0.105673,0.00078225,0.00072073
0.062031,0.044190,0.00013430,0.00216267
0.068619,0.101281,0.00188732,0.00157099
0.077402,0.072736,0.00017311,0.00212853
0.009332,0.077127,0.00003132,0.00018471
0.070814,0.006862,0.00025834,0.00119235
0.110339,0.103477,0.00150187,-0.00001553
0.018115,0.039799,-0.00001947,0.00069734
0.092772,0.112260,0.00691615,0.00092195
0.116926,0.118847,0.00437879,0.00004192
0.070814,0.092498,0.00145719,0.00217505
0.024703,0.035407,-0.00022674,0.00126639
0.088381,0.121043,0.00212878,0.00045013
0.029094,0.044190,0.00014470,0.00147670
0.134492,0.114456,0.00763373,0.00050287
0.059835,0.017841,-0.00019553,0.00095842
0.029094,0.061757,0.00034225,0.00139610
0.037877,0.059561,0.00028767,0.00129806
0.090577,0.039799,0.00010020,0.00076119
0.088381,0.024428,0.00007979,0.00076797
0.062031,0.050778,0.00021405,0.00178727
0.013724,0.020037,0.00012557,0.00052494
0.044465,0.002470,0.00065054,0.00036045
0.018115,0.028820,-0.00007283,0.00106277
0.020311,0.002470,0.00005740,0.00196592
0.035682,0.057365,0.00043505,0.00134651
0.009332,0.083715,0.00001500,0.00009561
0.068619,0.055169,0.00015142,0.00136418
0.040073,0.066148,0.00052359,0.00152242
0.048856,0.028820,0.00012777,0.00140036
0.141080,0.110064,0.00757762,0.00024827
0.105947,0.105673,0.00399743,0.00004920
0.004941,0.013449,0.00024694,0.00022019
0.024703,0.041995,0.00006795,0.00166677
0.033486,0.039799,0.00020669,0.00167838
0.029094,0.050778,0.00038266,0.00120061
0.158646,0.105673,0.00149974,0.00052402
0.123513,0.118847,0.00476306,0.00026146
0.004941,0.031016,0.00007152,0.00008532
0.035682,0.107868,0.00008076,0.00012115
0.073010,0.002470,0.00034433,0.00187207
0.044465,0.070540,0.00055783,0.00172136
0.136688,0.118847,0.00472736,0.00027194
0.020311,0.070540,0.00021889,0.00059261
0.011528,0.037603,-0.00006931,0.00034533
0.048856,0.079323,0.00102497,0.00174314
0.035682,0.063953,0.00044094,0.00122687
0.068619,0.061757,0.00027779,0.00183788
0.066423,0.046386,0.00005383,0.00176529
0.040073,0.072736,0.00086611,0.00160973
0.031290,0.101281,0.00012337,0.00015586
0.007136,0.101281,0.00005586,0.00009242
0.081793,0.048582,0.00027540,0.00172023
0.127905,0.105673,0.00649270,-0.00020364
0.002745,0.039799,0.00023658,0.00004093
0.062031,0.013449,-0.00001724,0.00142770
0.037877,0.116652,0.00003798,0.00006693
0.055444,0.057365,0.00017106,0.00151472
0.059835,0.066148,0.00037083,0.00149411
0.147667,0.107868,0.00710381,0.00015809
0.051052,0.121043,0.00005547,0.00011169
0.064227,0.046386,0.00006933,0.00196716
0.064227,0.107868,0.00178933,0.00090329
0.011528,0.088106,0.00002678,0.00017208
0.035682,0.114456,0.00004927,0.00009255
0.108143,0.110064,0.00825239,0.00013808
0.066423,0.096889,0.00127855,0.00170688
0.031290,0.090302,0.00036019,0.00048770
0.160842,0.110064,0.00092184,0.00157851
0.081793,0.099085,0.00250300,0.00323253
0.064227,0.063953,0.00018430,0.00157254
0.075206,0.059561,0.00013548,0.00170814
0.024703,0.004666,-0.00015001,0.00173162
0.051052,0.024428,-0.00001864,0.00209835
0.066423,0.114456,0.00144852,0.00027563
0.029094,0.013449,0.00000211,0.00183916
0.083989,0.022232,0.00044994,0.00095573
0.031290,0.055169,0.00049192,0.00133771
0.007136,0.055169,0.00013502,0.00028634
0.081793,0.116652,0.00341136,0.00021691
0.055444,0.046386,0.00017543,0.00188883
0.055444,0.107868,0.00091095,0.00035742
0.046661,0.101281,0.00091965,0.00069069
0.090577,0.009058,0.00013915,0.00051982
0.055444,0.063953,0.00031739,0.00189994
0.086185,0.046386,-0.00000947,0.00057960
0.035682,0.026624,0.00007191,0.00196255
0.059835,0.072736,0.00064320,0.00196463
0.073010,0.059561,0.00020543,0.00160732
0.064227,0.114456,0.00120568,0.00024322
0.011528,0.094694,0.00003088,0.00007988
0.079598,0.002470,0.00055658,0.00146321
0.066423,0.103477,0.00199615,0.00143612
0.119122,0.103477,0.00189061,0.00005170
0.079598,0.020037,0.00030058,0.00180006
0.033486,0.009058,-0.00015643,0.00194839
0.037877,0.017841,0.00003979,0.00141505
0.066423,0.006862,0.00016006,0.00172913
0.057640,0.035407,0.00027290,0.00166669
0.031290,0.061757,0.00030645,0.00106358
0.007136,0.061757,0.00003763,0.00033259
0.055444,0.114456,0.00055723,0.00020795
0.086185,0.096889,0.00121721,0.00277164
0.077402,0.090302,0.00108444,0.00260349
0.068619,0.118847,0.00054774,0.00010185
0.068619,0.031016,0.00012121,0.00173889
0.110339,0.121043,0.00520362,0.00010472
0.022507,0.020037,-0.00006778,0.00146409
0.053248,0.002470,0.00014784,0.00197112
0.026898,0.028820,0.00002013,0.00116587
0.018115,0.057365,0.00011450,0.00062619
0.075206,0.116652,0.00201532,0.00033271
0.079598,0.070540,0.00017011,0.00176546
0.077402,0.055169,0.00020167,0.00179168
0.081793,0.017841,0.00013468,0.00132459
0.002745,0.009058,0.00002754,-0.00032049
0.070814,0.110064,0.00254001,0.00065442
0.057640,0.041995,0.00007699,0.00205534
0.037877,0.077127,0.00082524,0.00152850
0.086185,0.103477,0.00370998,0.00237228
0.090577,0.057365,-0.00001337,0.00128327
0.022507,0.070540,0.00028236,0.00077686
0.013724,0.037603,-0.00000343,0.00046611
0.013724,0.099085,0.00001769,0.00013080
0.018115,0.046386,0.00006688,0.00079168
0.018115,0.107868,0.00002810,0.00012457
0.035682,0.074931,0.00072440,0.00149603
0.009332,0.101281,0.00004809,0.00009920
0.086185,0.006862,0.00051795,0.00123861
0.018115,0.063953,0.00018217,0.00049465
0.048856,0.046386,0.00013291,0.00121828
0.077402,0.061757,0.00009341,0.00177249
0.042269,0.002470,0.00048701,0.00057958
0.033486,0.057365,0.00047575,0.00127447
0.090577,0.107868,0.00643160,0.00180254
0.013724,0.088106,0.00002384,0.00017688
0.042269,0.020037,0.00014523,0.00157309
0.075206,0.017841,-0.00039811,0.00119791
0.121318,0.116652,0.00564938,0.00022384
0.037877,0.083715,0.00087267,0.00118958
0.090577,0.063953,0.00008329,0.00102475
0.013724,0.105673,0.00001549,0.00012568
0.053248,0.059561,0.00012243,0.00172157
0.044465,0.088106,0.00058989,0.00114556
0.018115,0.114456,0.00001296,0.00006812
0.020311,0.088106,0.00007426,0.00018281
0.048856,0.096889,0.00107897,0.00103025
0.031290,0.013449,0.00003819,0.00175199
0.035682,0.081519,0.00084443,0.00123106
0.040073,0.090302,0.00078355,0.00095855
0.031290,0.118847,0.00005712,0.00005643
0.007136,0.118847,0.00002153,0.00007551
0.081793,0.066148,-0.00004366,0.00157272
0.083989,0.059561,0.00009810,0.00111041
0.158646,0.112260,0.00187131,0.00220003
0.169625,0.107868,0.00074646,0.00088894
0.031290,0.031016,0.00017399,0.00133716
0.062031,0.039799,0.00026134,0.00185868
0.007136,0.031016,0.00011428,-0.00014916
0.002745,0.057365,0.00014304,0.00045389
0.132297,0.103477,0.00460870,0.00021153
0.042269,0.070540,0.00064068,0.00169982
0.040073,0.055169,0.00013665,0.00159463
0.055444,0.074931,0.00078972,0.00171672
0.015920,0.068344,0.00010507,0.00030589
0.044465,0.077127,0.00101401,0.00173572
0.029094,0.039799,0.00004116,0.00176397
0.044465,0.094694,0.00079779,0.00074702
0.064227,0.081519,0.00091245,0.00215944
0.020311,0.094694,0.00003018,0.00016382
0.048856,0.103477,0.00094446,0.00058442
0.075206,0.077127,0.00040091,0.00216053
0.083989,0.048582,0.00023324,0.00123554
0.024703,0.022232,0.00003341,0.00158064
0.002745,0.107868,0.00005898,0.00008210
0.088381,0.002470,0.00012766,0.00107427
0.127905,0.112260,0.00876514,0.00045196
0.035682,0.035407,0.00006367,0.00143755
0.081793,0.072736,0.00020077,0.00180356
0.088381,0.020037,-0.00000371,0.00052439
0.002745,0.063953,0.00013494,0.00013929
0.046661,0.118847,0.00010252,0.00009035
0.048856,0.006862,0.00017262,0.00212122
0.035682,0.052974,0.00055549,0.00115254
0.090577,0.026624,-0.00001406,0.00080608
0.066423,0.035407,0.00012361,0.00155343
0.040073,0.061757,0.00025847,0.00161348
0.143276,0.105673,0.00728726,-0.00017367
0.055444,0.081519,0.00106290,0.00165549
0.077402,0.013449,0.00018403,0.00209476
0.059835,0.090302,0.00107153,0.00143377
0.073010,0.077127,0.00049738,0.00221587
0.011528,0.112260,0.00003575,0.00002955
0.066423,0.121043,0.00022321,0.00003096
0.004941,0.009058,0.00008278,0.00016178
0.077402,0.031016,0.00007757,0.00131782
0.119122,0.121043,0.00453198,0.00030887
0.073010,0.094694,0.00125479,0.00183357
0.152059,0.103477,0.00558021,0.00025118
0.083989,0.116652,0.00363775,0.00013033
0.075206,0.083715,0.00065406,0.00228867
0.088381,0.070540,0.00005360,0.00160761
0.079598,0.037603,0.00010049,0.00128469
0.033486,0.026624,0.00020181,0.00178670
0.064227,0.035407,0.00017374,0.00134672
0.011528,0.015645,0.00012933,0.00053007
0.066423,0.024428,0.00008573,0.00164421
0.066423,0.041995,0.00014147,0.00170918
0.094968,0.103477,0.00264081,0.00057862
0.073010,0.083715,0.00087515,0.00232952
0.022507,0.037603,-0.00010315,0.00123973
0.055444,0.035407,0.00024151,0.00173308
0.101556,0.107868,0.00700588,0.00015186
0.026898,0.046386,0.00028447,0.00144901
0.026898,0.107868,0.00002855,0.00009108
0.059835,0.044190,0.00009981,0.00207383
0.079598,0.088106,0.00059003,0.00210582
0.062031,0.009058,0.00015737,0.00147566
0.002745,0.026624,0.00006708,-0.00027531
0.055444,0.052974,-0.00026579,0.00196800
0.026898,0.063953,0.00031525,0.00115346
0.059835,0.061757,0.00021009,0.00174147
0.004941,0.068344,0.00006808,0.00013347
0.079598,0.105673,0.00365044,0.00234404
0.064227,0.041995,0.00016669,0.00201415
0.051052,0.002470,0.00016872,0.00170125
0.086185,0.121043,0.00183385,0.00041833
0.099360,0.107868,0.00707226,0.00025423
0.090577,0.074931,0.00003669,0.00159491
0.022507,0.088106,0.00008408,0.00021457
0.051052,0.020037,0.00026903,0.00187471
0.029094,0.009058,-0.00008078,0.00197454
0.103751,0.116652,0.00598534,0.00003656
0.009332,0.118847,0.00000381,0.00006992
0.083989,0.017841,-0.00013613,0.00087941
0.022507,0.105673,0.00004188,0.00013122
0.013724,0.072736,0.00002666,0.00021737
0.055444,0.041995,0.00006445,0.00178602
0.026898,0.114456,0.00003699,0.00006758
0.018115,0.081519,0.00005682,0.00020795
0.035682,0.004666,0.00002712,0.00158661
0.040073,0.013449,-0.00011905,0.00204561
0.079598,0.094694,0.00126656,0.00236703
0.086185,0.024428,0.00027478,0.00081340
0.101556,0.114456,0.00737703,0.00008602
0.033486,0.074931,0.00053393,0.00125030
0.086185,0.041995,0.00000021,0.00095443
0.040073,0.031016,0.00018087,0.00172781
0.114730,0.103477,0.00106330,0.00012653
0.138884,0.110064,0.00774166,0.00019971
0.051052,0.070540,0.00042047,0.00146101
0.042269,0.037603,0.00006954,0.00144798
0.033486,0.092498,0.00044947,0.00048041
0.037877,0.101281,0.00034685,0.00030073
0.156450,0.105673,0.00280414,0.00056162
0.090577,0.081519,-0.00007001,0.00142509
0.053248,0.077127,0.00082042,0.00172572
0.154255,0.103477,0.00380454,0.00042313
0.064227,0.004666,0.00022566,0.00199098
0.053248,0.094694,0.00128637,0.00135912
0.070814,0.002470,0.00053581,0.00198069
0.062031,0.057365,0.00008128,0.00207738
0.002745,0.074931,0.00004839,0.00009823
0.018115,0.035407,-0.00000246,0.00066263
0.132297,0.121043,0.00436689,-0.00024663
0.042269,0.088106,0.00064311,0.00116404
0.149863,0.116652,0.00349504,0.00015865
0.018115,0.052974,0.00006414,0.00067239
0.015920,0.085910,0.00003581,0.00014800
0.055444,0.004666,0.00004293,0.00170510
0.059835,0.013449,-0.00007006,0.00151946
0.024703,0.048582,0.00017193,0.00139099
0.029094,0.057365,0.00022245,0.00143622
0.015920,0.103477,-0.00000200,0.00015440
0.037877,0.055169,0.00031377,0.00139227
0.044465,0.112260,0.00014719,0.00009080
0.020311,0.112260,0.00001431,0.00006952
0.048856,0.121043,0.00006927,0.00011010
0.062031,0.107868,0.00139247,0.00072486
0.083989,0.066148,-0.00003595,0.00132133
0.059835,0.031016,0.00045732,0.00068080
0.070814,0.070540,0.00030516,0.00190203
0.081793,0.090302,0.00063200,0.00198931
0.083989,0.083715,0.00020187,0.00203466
0.090577,0.052974,0.00008871,0.00117235
0.088381,0.037603,0.00020535,0.00100769
0.062031,0.063953,0.00020107,0.00147344
0.015920,0.006862,-0.00009859,0.00061982
0.002745,0.081519,0.00008685,0.00002375
0.018115,0.041995,0.00004789,0.00080506
0.020311,0.015645,-0.00000491,0.00097559
0.044465,0.015645,0.00002883,0.00186990
0.048856,0.024428,-0.00000535,0.00213859
0.068619,0.068344,0.00029304,0.00185610
0.042269,0.094694,0.00077381,0.00069841
0.167429,0.118847,0.00105370,0.00307623
0.024703,0.099085,0.00005283,0.00011053
0.160842,0.116652,0.00072632,0.00313163
0.029094,0.107868,0.00002422,0.00008305
0.081793,0.055169,0.00030615,0.00164130
0.048856,0.041995,0.00023234,0.00066520
0.004941,0.026624,0.00003243,0.00025651
0.024703,0.116652,0.00005431,0.00006758
0.033486,0.052974,0.00058561,0.00121638
0.029094,0.063953,0.00038623,0.00133962
0.073010,0.112260,0.00290554,0.00064512
0.092772,0.079323,0.00014954,0.00119666
0.152059,0.121043,0.00062158,0.00015838
0.075206,0.101281,0.00242737,0.00224431
